pontid,Latitude,Longitude,Persistenc,SST_Var
131,34.3945962143,-119.728291767,0.49723917452,1.37988766696407
132,34.3948382368,-119.717424888,0.40391767923,1.34053854646902
133,34.3950792956,-119.706557879,0.23341523358,1.35185061330475
134,34.3953193907,-119.695690741,0.25900901011,1.43623215141043
135,34.3981253496,-119.565275228,0.30312665647,1.62016329448274
136,34.3983529132,-119.554406463,0.25482625571,1.5931409877223
137,34.3985795125,-119.543537575,0.3723048891,1.56435727934705
138,34.3891160756,-119.565000177,0.199324325,1.62016329448274
139,34.3893435629,-119.554132574,0.22920998019,1.5931409877223
140,34.3895700863,-119.543264848,0.36102479929,1.56435727934705
141,34.3897956457,-119.532397002,0.40091317495,1.57841475382425
142,34.3900202412,-119.521529036,0.32797662597,1.82388003309007
143,34.3812342053,-119.510391829,0.57551669177,1.63847522179384
144,34.3814567981,-119.499524784,0.23423423667,1.63278322589521
145,34.3638792661,-119.477259424,0.054054054,1.7025857906589
146,34.3555248829,-119.444402043,0.10810811,1.60690624699738
147,34.3467312311,-119.433277254,0.35853335861,1.57378711910324
148,34.3379364565,-119.422154785,0.29788061485,1.50156239841136
149,34.3381509781,-119.411292607,0.1693693708,1.8723606046906
150,34.3291405603,-119.411034634,0.2486486483,1.55007751386191
151,34.3207674896,-119.378196513,0.2162162175,1.49871497946857
152,34.32097802,-119.367336198,0.12612613,1.63673818012556
153,34.3117568279,-119.377942244,0.27586206979,1.23795368486584
154,34.3119672875,-119.367083088,0.32280167548,1.53441077816354
155,34.3121767856,-119.35622382,0.34234234333,1.46808227063036
156,34.3029565402,-119.36683009,0.59279279233,1.53441077816354
157,34.3031659679,-119.35597198,0.25571725658,1.46808227063036
158,34.2943635318,-119.344863187,0.29065908018,1.44387197200657
159,34.2853526143,-119.344612727,0.1567567562,1.17307884746298
160,34.1435878754,-119.210562411,0.38888889,1.33925150332979
161,34.0722140792,-120.367828342,0.18918919,1.19536998726558
162,34.0725104428,-120.357009238,0.38198198267,1.18046019659461
163,34.0608065822,-120.454009682,0.081081081,NaN
164,34.0611104437,-120.443192999,0.38173628159,NaN
165,34.0614133556,-120.432376154,0.38923855397,1.14845083293308
166,34.061715318,-120.421559147,0.34509775745,1.1633951288397
167,34.0620163307,-120.41074198,0.46300398787,1.18824057060772
168,34.0623163937,-120.399924653,0.26838466442,NaN
169,34.062615507,-120.389107165,0.26409266514,NaN
170,34.0629136705,-120.378289519,0.081081081,1.200318675754
171,34.063507148,-120.35665375,0.32166592885,1.18046019659461
172,34.0745782921,-119.923811211,0.17905405388,1.23131110661574
173,34.0514994717,-120.464459478,0.19425675813,1.221384315523
174,34.0518041801,-120.453644096,0.29038340605,NaN
175,34.0521079393,-120.442828552,0.42222408166,NaN
176,34.0524107492,-120.432012846,0.42970729929,1.14845083293308
177,34.0527126099,-120.421196979,0.50601213457,1.1633951288397
178,34.0530135213,-120.410380951,0.42474181463,1.18824057060772
179,34.0533134833,-120.399564763,0.3917365642,NaN
180,34.0536124959,-120.388748416,0.27027027,NaN
181,34.0545038368,-120.356298419,0.32871621638,NaN
182,34.0547990512,-120.345481438,0.31746868863,1.16349503107505
183,34.0550933161,-120.334664299,0.28577744433,1.14774905506306
184,34.0653131074,-119.934324265,0.13088803271,1.2695766390638
185,34.0655712531,-119.923501527,0.21179833737,1.23131110661574
186,34.0673516338,-119.847738537,0.22604422636,1.37713798579716
187,34.0424971555,-120.464092915,0.3536628736,NaN
188,34.0428017613,-120.453278672,0.36409466508,NaN
189,34.0431054182,-120.442464266,0.43235163429,1.19926315262626
190,34.0434081262,-120.4316497,0.34069646606,1.15574396592728
191,34.045500509,-120.355943247,0.25925925667,NaN
192,34.0457956241,-120.345127405,0.30191166878,NaN
193,34.0460897898,-120.334311405,0.15315315333,NaN
194,34.0463830062,-120.323495249,0.23755334268,NaN
195,34.0563061396,-119.934013578,0.26807889004,1.21252064848905
196,34.0565641984,-119.923191981,0.37123248942,1.20166918301113
197,34.0568213062,-119.912370247,0.44476841997,1.21693910683235
198,34.0570774629,-119.901548377,0.621621625,1.21693910683235
199,34.0588439275,-119.825791489,0.1981982,1.48038822882892
200,34.05934007,-119.804145461,0.33258258333,1.33969830275768
201,34.0595867142,-119.793322248,0.37966538048,1.34106639700088
202,34.060077148,-119.77167543,0.15675676,1.40762085386141
203,34.0334948226,-120.463726514,0.51158531551,NaN
204,34.0337993258,-120.45291341,0.56612533603,NaN
205,34.0341028805,-120.442100143,0.54922779857,NaN
206,34.0347071441,-120.420473124,0.55743243375,NaN
207,34.0350078528,-120.409659374,0.57706355027,NaN
208,34.0376715333,-120.312328478,0.3138513519,1.18809927994677
209,34.0399747086,-120.225801538,0.14414414624,1.19047163680515
210,34.0402583332,-120.214984983,0.13513514,1.13281056249385
211,34.0413833357,-120.171717259,0.13513514,1.14966192054206
212,34.0441293555,-120.063537589,0.14189189347,1.10361290570794
213,34.0443987324,-120.052718822,0.14054054273,1.11980506977481
214,34.0446671591,-120.041899911,0.16216216,1.1362726434403
215,34.047557128,-119.922882573,0.17760617857,1.22547459297613
216,34.0478141492,-119.91206198,0.34218964748,1.25268870457088
217,34.0480702196,-119.901241251,0.36353398888,1.25268870457088
218,34.0483253393,-119.890420385,0.39752252188,1.31762506271105
219,34.0500845524,-119.81467055,0.13513514,1.31534218816404
220,34.0503320646,-119.803848611,0.31896181786,1.33969830275768
221,34.0520380165,-119.728091379,0.20720720833,1.07418319037201
222,34.0555366339,-119.565733511,0.21296296333,0.996313021897192
223,34.055762261,-119.554908669,0.39120370333,0.967188460341985
224,34.0661822943,-118.991863156,0.48550724625,1.85712000730907
225,34.0244924731,-120.463360277,0.23832923818,NaN
226,34.0247968737,-120.45254831,0.62339877164,NaN
227,34.0251003262,-120.44173618,0.66002463572,NaN
228,34.0254028304,-120.43092389,0.62396049853,NaN
229,34.0257043862,-120.420111438,0.6668096673,NaN
230,34.0260049937,-120.409298826,0.79404622029,NaN
231,34.0263046528,-120.398486054,0.7633326755,NaN
232,34.0266033634,-120.387673122,0.73133529644,NaN
233,34.0289588984,-120.301163985,0.16047297325,NaN
234,34.030400271,-120.247090722,0.21531531753,1.17481996479473
235,34.0306856984,-120.23627561,0.27822822842,1.17973586357363
236,34.0309701766,-120.225460345,0.28191268207,1.17973586357363
237,34.0312537057,-120.21464493,0.19594594762,1.20154448063164
238,34.0318179162,-120.193013646,0.16891892,1.13973637617846
239,34.0320985974,-120.182197779,0.1093093093,1.17947387986729
240,34.0323783293,-120.171381763,0.16154197752,1.17284858744142
241,34.0326571118,-120.160565598,0.18225918314,1.17940950235719
242,34.0329349449,-120.149749284,0.25637397984,1.15988601970822
243,34.0332118285,-120.138932822,0.40176855076,1.15988601970822
244,34.033762747,-120.117299457,0.19393046944,1.12065861009392
245,34.0340367818,-120.106482555,0.22412873472,1.09840891222866
246,34.0348531882,-120.074030974,0.24774774675,1.10085057653895
247,34.0351234242,-120.063213491,0.06995230553,1.10085057653895
248,34.0353927103,-120.052395864,0.25209692466,1.1066174320749
249,34.0356610465,-120.041578094,0.31009957376,1.09125287672973
250,34.0393179944,-119.890114537,0.36123928818,1.31762506271105
251,34.0395720777,-119.879294677,0.53615777973,1.53976945066733
252,34.0467524105,-119.55463822,0.25617283944,1.31139699488028
253,34.0571689324,-118.991652196,0.58204562172,1.82658385666052
254,34.0573440019,-118.980822829,0.30555555497,1.89176280679411
255,34.0173016762,-120.398126803,0.54147250724,NaN
256,34.0176002862,-120.387315009,0.53352390865,NaN
257,34.0178979481,-120.376503055,0.64204757703,NaN
258,34.0181946617,-120.365690944,0.66056378914,NaN
259,34.018490427,-120.354878674,0.65952537911,NaN
260,34.018785244,-120.344066248,0.64738570339,NaN
261,34.0190791126,-120.333253664,0.58850496051,NaN
262,34.0193720328,-120.322440923,0.64378087753,NaN
263,34.0196640045,-120.311628027,0.59998341893,1.25061277611688
264,34.0199550278,-120.300814976,0.45755614761,1.25061277611688
265,34.0213959148,-120.246747404,0.16522708428,1.16964948378441
266,34.021681246,-120.23593343,0.26861247935,1.17102819702639
267,34.0219656285,-120.225119305,0.22174840171,1.17102819702639
268,34.022249062,-120.214305028,0.22067939576,1.18799530247495
269,34.0225315467,-120.2034906,0.26912505735,1.16855617262323
270,34.0228130824,-120.192676022,0.28993994037,1.19715221700261
271,34.0230936691,-120.181861294,0.24573573695,1.18254853916974
272,34.0233733068,-120.171046417,0.23626894906,1.17369907068136
273,34.0236519954,-120.16023139,0.30018747574,1.17145884255453
274,34.0239297348,-120.149416216,0.37440806195,1.153282716555
275,34.0242065251,-120.138600893,0.36327160533,1.153282716555
276,34.0244823662,-120.127785423,0.1647897925,1.12967325870998
277,34.024757258,-120.116969806,0.2120597169,1.13395953030076
278,34.0250312006,-120.106154043,0.24334679528,1.09840891222866
279,34.0253041938,-120.095338134,0.22994423018,1.09323430791663
280,34.0255762376,-120.08452208,0.17567567625,1.09852892999088
281,34.0258473319,-120.073705881,0.324324325,1.10085057653895
282,34.0266549181,-120.04125642,0.26351351342,1.09125287672973
283,34.0305646315,-119.878990105,0.43951093952,1.42160770541334
284,34.0384132621,-119.521899502,0.21296296256,1.13484889254049
285,34.0485046241,-118.969784791,0.39174277009,1.80728717567194
286,34.0486777286,-118.958956382,0.44603553423,1.89861217855473
287,34.0488498801,-118.948127882,0.54951690835,1.89993627853675
288,34.0490210786,-118.93729929,0.23148148,1.73031242561208
289,34.008894754,-120.376146238,0.42130365529,NaN
290,34.0091913677,-120.365335264,0.59478228229,NaN
291,34.0094870334,-120.354524132,0.58354555122,NaN
292,34.009781751,-120.343712843,0.57860295807,NaN
293,34.0103683422,-120.322089793,0.40438551774,1.33523469937609
294,34.0106602156,-120.311278035,0.4644351464,1.28844742376113
295,34.0109511408,-120.300466121,0.32942376321,1.28844742376113
296,34.0121053588,-120.257216922,0.25217238592,1.1833126479993
297,34.0123915423,-120.246404238,0.26385185223,1.20611132962084
298,34.0126767775,-120.235591403,0.31722400378,1.17102819702639
299,34.0129610641,-120.224778415,0.23892166353,1.18799530247495
300,34.0132444022,-120.213965277,0.31172551854,1.18799530247495
301,34.0135267917,-120.203151987,0.36084442657,1.16855617262323
302,34.0138082325,-120.192338547,0.40295271431,1.19715221700261
303,34.0140887247,-120.181524958,0.39878113406,1.18254853916974
304,34.0143682681,-120.170711219,0.21716146196,1.17369907068136
305,34.0146468628,-120.159897331,0.31863442421,1.17145884255453
306,34.0173806183,-120.05175038,0.29695518392,1.18807290435925
307,34.0176487738,-120.040934888,0.16483516618,NaN
308,34.0213032577,-119.889503248,0.22522522467,1.34138533410176
309,34.0215571698,-119.878685669,0.213513514,1.36786182617328
310,34.0257283112,-119.69476654,0.25,1.30960647474733
311,34.0291806093,-119.532454493,0.395833335,1.70437347138649
312,34.0294031553,-119.521632719,0.19907407422,1.41553351582489
313,34.039664162,-118.958749041,0.34722222191,1.89861217855473
314,34.0398362554,-118.947921685,0.59195906417,1.89993627853675
315,34.0400073962,-118.937094237,0.4824074076,1.73031242561208
316,34.0401775841,-118.926266698,0.53096539139,1.73031242561208
317,34.0403468193,-118.915439069,0.57917371669,1.70840360354673
318,34.0405151017,-118.904611349,0.47622513341,1.72742984192277
319,34.0406824313,-118.89378354,0.43245403626,1.77047975351017
320,34.040848808,-118.882955642,0.3723723727,1.79817232468161
321,34.0410142318,-118.872127655,0.50694444375,1.89397630779892
322,34.0031010665,-120.256872771,0.27959209232,1.1833126479993
323,34.0033871536,-120.246061225,0.4146124654,1.20611132962084
324,34.0042397261,-120.213625676,0.39247943565,1.18532118298217
325,34.0045220204,-120.202813525,0.35211267606,1.16487081359968
326,34.0048033665,-120.192001223,0.24672399736,1.19297732692164
327,34.0050837641,-120.181188771,0.13888889,1.23339637517246
328,34.0053632134,-120.17037617,0.16666667,1.22411164088469
329,34.0083745484,-120.051427852,0.38600138577,NaN
330,34.0086426135,-120.040613499,0.20506756809,NaN
331,34.012295866,-119.889197808,0.30866380473,1.33683111359521
332,34.0125496924,-119.878381367,0.37837837833,1.36786182617328
333,34.0174267626,-119.662024857,0.5347222225,1.48221039587353
334,34.0178935675,-119.640386389,0.083333333,1.47640185785497
335,34.0181255443,-119.629566968,0.22777428657,1.4798747617116
336,34.0201705625,-119.532186687,0.200000002,NaN
337,34.0313330081,-118.915236395,0.19841269714,1.81491684129036
338,34.0315012338,-118.90440982,0.36717171709,1.8512510529965
339,34.0316685069,-118.893583154,0.44852941158,1.82265119776709
340,34.0318348275,-118.8827564,0.50688976357,1.88436393779154
341,34.0320001956,-118.871929557,0.47021116126,1.84900260172247
342,34.032164611,-118.861102626,0.26767676803,1.70908109987409
343,34.0337563675,-118.752828587,0.18518518667,2.03414221388579
344,34.0339103028,-118.742000721,0.29925925888,1.73491454328016
345,34.0340632852,-118.731172774,0.1861111103,1.566199674798
346,34.0342153147,-118.720344745,0.2944444448,1.39369199202448
347,34.0343663913,-118.709516635,0.180555555,1.35924728165673
348,34.0345165149,-118.698688444,0.32539682643,1.3833338886241
349,34.0346656855,-118.687860174,0.2847222225,1.3833338886241
350,34.0348139032,-118.677031824,0.26164874494,1.36948300212911
351,34.0353972431,-118.633717642,0.23255813888,1.4889314860581
352,34.0356831945,-118.612060087,0.26527777865,1.4280095584074
353,34.0358247404,-118.601231196,0.22811447779,1.4280095584074
354,34.0359653332,-118.59040223,0.13571428569,1.3536461027846
355,34.0361049728,-118.579573188,0.17063492,1.30189719942319
356,33.994096758,-120.256528773,0.34196922895,1.24405000600192
357,33.9943827487,-120.245718364,0.50006848357,1.19259277764644
358,33.9946677916,-120.234907803,0.49720134337,1.20128758703144
359,33.9949518867,-120.224097091,0.7162162125,1.22334298783293
360,33.9996364374,-120.040292253,0.1723227001,2.81066112283442
361,34.0032884585,-119.888892502,0.36666359208,1.33683111359521
362,34.0109371542,-119.542738374,0.35648148067,2.31672577597289
363,34.0129130534,-119.445359779,0.3322608326,0.921930794354734
364,34.0131278447,-119.434539354,0.31365148973,0.903967107019206
365,34.0141875396,-119.380435524,0.39229024918,0.907454915105897
366,34.014396626,-119.369614421,0.39210950096,0.901581359605412
367,34.0146047615,-119.358793206,0.37118055525,0.879176166874958
368,34.0242743595,-118.785122827,0.1875,1.98279297380662
369,34.0244311004,-118.774296354,0.42653508789,1.56567802699137
370,34.0245868889,-118.763469798,0.40924219181,1.56567802699137
371,34.0247417248,-118.752643158,0.3585271319,1.39185031237632
372,34.0248956082,-118.741816437,0.20370370239,1.45001041698336
373,34.025048539,-118.730989633,0.23611111,1.566199674798
374,34.0252005172,-118.720162748,0.30555556,1.39369199202448
375,34.0253515429,-118.709335782,0.48199588532,1.35924728165673
376,34.0255016159,-118.698508736,0.32263374451,1.3833338886241
377,34.0256507362,-118.68768161,0.25534188062,1.3833338886241
378,34.0257989038,-118.676854404,0.30648148177,1.36948300212911
379,33.9850924331,-120.256184928,0.120370371,1.28055137314278
380,33.9853783275,-120.245375656,0.31148039946,1.25798163371355
381,33.9856632744,-120.234566231,0.4551020989,1.27363284706388
382,33.9859472737,-120.223756655,0.40636090662,NaN
383,33.9906302455,-120.03997115,0.17647058824,2.81066112283442
384,33.9908971816,-120.029158931,0.14250614373,NaN
385,33.9942810355,-119.888587333,0.38369798353,1.32372744019312
386,33.9945346909,-119.87777317,0.56723390062,1.30840236348078
387,34.0017029313,-119.553287779,0.48191115651,2.43353462532124
388,34.0019271525,-119.542469666,0.35157126806,2.31672577597289
389,34.0041171044,-119.434282051,0.39969777462,0.980506349373145
390,34.0043308729,-119.423462652,0.41107357382,0.972273729693559
391,34.0045436909,-119.41264314,0.34742697273,0.972273729693559
392,34.0047555584,-119.401823515,0.42508782377,0.946161685956452
393,34.0049664755,-119.391003776,0.45833333354,0.937371643197605
394,34.005176442,-119.380183926,0.33905228824,0.933554976267772
395,34.01510222,-118.795759297,0.252525253,2.23654435821968
396,34.0152598603,-118.784934051,0.23490196086,1.98279297380662
397,34.0154165483,-118.774108721,0.39634146307,1.56567802699137
398,33.9766587409,-120.234224811,0.38280578866,1.27363284706388
399,33.9769426444,-120.223416371,0.5288413414,NaN
400,33.9772256008,-120.21260778,0.47897897884,NaN
401,33.9821567818,-120.018027883,0.13873873973,NaN
402,33.9824217318,-120.007216517,0.16216216286,1.18747682495872
403,33.9852735968,-119.888282298,0.2497297296,1.38958170552113
404,33.9855271667,-119.877469274,0.51823774972,1.3946989883724
405,33.990399306,-119.661181113,0.43402777875,NaN
406,33.9906329471,-119.65036536,0.24324324471,NaN
407,33.9908656388,-119.639549483,0.283783785,2.52277021672148
408,33.9910973812,-119.628733482,0.47274393,2.16460795201788
409,33.991328174,-119.617917358,0.25697125714,1.75592266904553
410,33.9915580173,-119.607101111,0.35943635923,1.74658404449557
411,33.9917869111,-119.596284742,0.35972222216,1.86191067556928
412,33.9920148553,-119.58546825,0.45259661851,1.74856310975741
413,33.9922418499,-119.574651638,0.40306381894,1.61889046864133
414,33.9924678949,-119.563834904,0.47681484295,1.61889046864133
415,33.9926929902,-119.55301805,0.42300382845,1.4546713701175
416,33.9929171357,-119.542201077,0.32165318967,1.36070325347655
417,33.9931403315,-119.531383984,0.2197712421,1.27951993384224
418,33.9957445879,-119.401569747,0.26388889,1.0846089726275
419,34.005929221,-118.80639348,0.38888888833,1.53676105239456
420,34.0060877598,-118.795569462,0.37576312594,1.22485771997619
421,34.0062453469,-118.784745359,0.2856652951,1.14429941356825
422,33.9676541912,-120.233883542,0.28450394044,1.28805621919097
423,33.967937999,-120.223076238,0.42137592161,1.33745439738648
424,33.9682208599,-120.212268782,0.39973306649,NaN
425,33.9742041341,-119.974467579,0.34555984679,1.37601423329551
426,33.9765196269,-119.877165513,0.41339931493,1.3946989883724
427,33.976772163,-119.866353491,0.5195675676,1.38027093525254
428,33.9770237508,-119.855541335,0.337837835,1.44322600310702
429,33.9809201514,-119.682528968,0.36111111143,2.23847177397371
430,33.9811556118,-119.671714604,0.31390765719,1.99345780058729
431,33.9813901232,-119.660900115,0.30546399985,1.69365752395666
432,33.9816236856,-119.650085501,0.18918919167,1.69365752395666
433,33.9818562988,-119.639270763,0.39514230102,1.65253935211172
434,33.982087963,-119.628455901,0.29407019003,1.67618785937549
435,33.982318678,-119.617640915,0.33830178483,1.32687190694293
436,33.9825484438,-119.606825807,0.40441303368,1.29772000597598
437,33.9827772604,-119.596010577,0.42768199259,1.30523110712544
438,33.9830051278,-119.585195224,0.42571785247,1.30683425156363
439,33.9832320458,-119.574379751,0.30759803916,1.32509906837765
440,33.9834580145,-119.563564156,0.20582120769,1.32509906837765
441,33.9836830339,-119.552748442,0.29867476191,1.3421875758896
442,33.9839071038,-119.541932607,0.27597109344,1.32619091238156
443,33.9969148001,-118.806202587,0.26736111125,1.19032400989685
444,33.9589333374,-120.222736255,0.36404230278,1.35997030655934
445,33.9592161029,-120.211929935,0.46329532673,1.44278869190065
446,33.9594979218,-120.201123465,0.44319929691,1.44278869190065
447,33.9651973596,-119.974153721,0.62342342333,1.37601423329551
448,33.9677645224,-119.866051002,0.38867438952,1.49622488472606
449,33.9680160254,-119.855239983,0.5116318852,1.4795330162488
450,33.9682665802,-119.84442883,0.48925848933,1.44876279244337
451,33.9714375041,-119.703871892,0.30246913556,1.42956065953948
452,33.9716747823,-119.693058918,0.25,1.49824000652087
453,33.9719111119,-119.682245818,0.31349206571,1.61797492894527
454,33.9499286596,-120.222396424,0.2327327329,1.45178791665263
455,33.9502113298,-120.211591239,0.3520132377,1.44278869190065
456,33.9504930536,-120.200785903,0.46153846142,1.44278869190065
457,33.950773831,-120.189980417,0.54054054,NaN
458,33.9561905693,-119.973840003,0.40615615657,NaN
459,33.9564514624,-119.963031486,0.2924324324,NaN
460,33.9592587547,-119.844128748,0.5211916462,1.5761094817936
